sentence#,words,pos,ner
3146,वर्ष,NN,O
3146,को,IKM,O
3146,दौरान,II,O
3146,नेकपा,NN,B-ORG
3146,माओवादी,NN,I-ORG
3146,र,CC,O
3146,सात,MM,O
3146,दल,NN,O
3146,का,IKO,O
3146,बीचमा,NN,O
3146,भएको,NN,O
3146,विस्तृत,JX,O
3146,शान्तिसम्झौता,NN,O
3146,र,CC,O
3146,अन्तरिम,JX,O
3146,संविधान,NN,O
3146,अनि,CC,O
3146,संविधानसभा,NN,O
3146,को,IKM,O
3146,चुनाव,NN,O
3146,मा,II,O
3146,जारी,JX,O
3146,गरे,VE,O
3146,का,IKO,O
3146,तिन,DDX,O
3146,का,IKO,O
3146,घोषणापत्र,NN,O
3146,अध्ययन,NN,O
3146,गर्दा,VDO,O
3146,संविधान,NN,O
3146,का,IKO,O
3146,कतिपय,DKX,O
3146,आधारभूत,JX,O
3146,सिद्धान्त,NN,O
3146,र,CC,O
3146,विषयवस्तु,NN,O
3146,मा,II,O
3146,उनी,DDX,O
3146,हरूबीच,NN,O
3146,कतिपय,DKX,O
3146,सहमति,NN,O
3146,कायम,JX,O
3146,भइ,RD,O
3146,सकेको,NN,O
3146,देखिन्छ,VVYN1,O
3146,।,YF,O
3147,अब,RD,O
3147,गाउ,NN,O
3147,मा,II,O
3147,इन्टरेनट,NN,O
3147,सेवा,NN,O
3147,पुर्याउदै,NN,O
3147,छन्,VVYX2,O
3147,वीर,NN,B-PER
3147,।,YF,O
3148,यस,DDX,O
3148,को,IKM,O
3148,संकेत,NN,O
3148,के,DKX,O
3148,हो,VVYN1,O
3148,सोमालिया,NN,B-LOC
3148,पथ,NN,O
3148,त,TT,O
3148,होइन,VVYN1,O
3148,यो,DDX,O
3148,युवराज,NN,B-PER
3148,रिजाल,NN,I-PER
3148,काठमाडौं,NP,B-LOC
3148,यी,DDX,O
3148,माक्र्सवादी,NN,O
3148,कसरी,RK,O
3148,माओवाद,NN,O
3148,बुझे,VE,O
3148,का,IKO,O
3148,र,CC,O
3148,अभ्यास,NN,O
3148,गरेका,NN,O
3148,लाई,IA,O
3148,आतंक,NN,O
3148,कारी,NN,O
3148,भन्ने,VN,O
3148,तपाईं,PTH,O
3148,का,IKO,O
3148,अर्ति,NN,O
3148,कस,DKX,O
3148,ले,IE,O
3148,लिने,VN,O
3148,हुन्,VVYX2,O
3148,कुन्नि,DDX,O
3148,संस्कृतिहीन,NN,O
3148,राजनीति,NN,O
3148,र,CC,O
3148,राजनेता,NN,O
3148,शिव,NP,B-PER
3148,लक्ष्मी,NP,I-PER
3148,पाल्पाली,NP,I-PER
3148,काठमाडौं,NP,B-LOC
3148,लेख,NN,O
3148,पढ्दा,VDO,O
3148,मुख,NN,O
3148,तीतो,NN,O
3148,वा,CC,O
3148,मीठो,JM,O
3148,जे,DJX,O
3148,होस्,VOYN1,O
3148,उहाँ,PXH,O
3148,राजनीति,NN,O
3148,मा,II,O
3148,लोभलालच,NN,O
3148,नराख्ने,VN,O
3148,नेता,NN,O
3148,र,CC,O
3148,लेखन,NN,O
3148,मा,II,O
3148,कसै,DKX,O
3148,सित,II,O
3148,नडराउने,NN,O
3148,निर्भिक,JX,O
3148,लेखक,NN,O
3148,हुनुहुन्छ,VVYN1,O
3148,।,YF,O
3149,सभामुख,NN,O
3149,दमन,NN,B-PER
3149,ढुङ्गाना,NP,I-PER
3149,ले,IE,O
3149,त्यस,DDX,O
3149,बारे,II,O
3149,लिखित,JX,O
3149,प्रस्ताव,NN,O
3149,ल्याउन,VI,O
3149,जोड,NN,O
3149,दिनु,VI,O
3149,भएपनि,CC,O
3149,बिपक्षी,NN,O
3149,साँसद,NN,O
3149,हरू,IH,O
3149,ले,IE,O
3149,मानेनन्,VVYX2,O
3149,।,YF,O
3150,ठेडा,NN,O
3150,मा,II,O
3150,निम्न,JX,O
3150,माध्यमिक,NN,O
3150,तह,NN,O
3150,को,IKM,O
3150,पढाइ,NN,O
3150,सकेर,VQ,O
3150,सरस्वती,NP,B-ORG
3150,मावि,JX,I-ORG
3150,जनकपुर,NP,B-LOC
3150,बाट,II,O
3150,एसएलसी,NN,O
3150,उत्तीर्ण,NN,O
3150,गरे,VE,O
3150,उन,DDX,O
3150,ले,IE,O
3150,।,YF,O
3151,सयौ,NN,O
3151,वर्षघि,NN,O
3151,टिस्टा,NN,B-LOC
3151,नदी,NN,O
3151,कोसी,NN,B-LOC
3151,हुदै,VDX,O
3151,गङ्गा,NN,B-LOC
3151,मा,II,O
3151,मिसिन्थ्यो,NN,O
3151,।,YF,O
3152,म,PMX,O
3152,र,CC,O
3152,मेरी,JX,O
3152,श्रीमती,NN,O
3152,मेरो,PMXKM,O
3152,फुच्चे,NN,O
3152,निस्सान,NN,B-PER
3152,भर्सरार,NN,O
3152,मा,II,O
3152,थियौ,NN,O
3152,भने,TT,O
3152,सुवास,NN,B-PER
3152,जीहरू,NN,O
3152,अर्,JX,O
3152,को,IKM,O
3152,टोयोटा,NN,O
3152,मा,II,O
3152,हुनुहुन्थ्यो,VVYN1,O
3152,।,YF,O
3153,सिर्जना,NN,B-PER
3153,ले,IE,O
3153,अलिकति,JX,O
3153,पानी,NN,O
3153,अजुली,NN,O
3153,मा,II,O
3153,राखेर,VQ,O
3153,वीरबहादुर,NN,B-PER
3153,ले,IE,O
3153,ढोका,NN,O
3153,को,IKM,O
3153,पाइटो,NN,O
3153,मा,II,O
3153,राखेको,NN,O
3153,स्यान्डिल,NN,O
3153,मा,II,O
3153,र्छर्किई,NN,O
3153,।,YF,O
3154,आर्थिक,JX,O
3154,रूपमा,NN,O
3154,चरम,JX,O
3154,संकट,NN,O
3154,बेहोरिरहे,NN,O
3154,का,IKO,O
3154,बेला,NN,O
3154,झापा,NP,O
3154,का,IKO,O
3154,तत्कालीन,JX,O
3154,सांसद,NN,O
3154,नारायणसिंह,NN,B-PER
3154,राजवंशी,NN,I-PER
3154,को,IKM,O
3154,नाम,NN,O
3154,मा,II,O
3154,टेलिफोन,NN,O
3154,लाइन,NN,O
3154,निकालेर,VQ,O
3154,दुई,MM,O
3154,दाजुभाइ,NN,O
3154,ले,IE,O
3154,पीसीओ,NN,O
3154,सञ्चालन,NN,O
3154,गरे,VE,O
3154,।,YF,O
3155,संविधानसभा,NN,O
3155,विघटनलगत्तै,NN,O
3155,राष्ट्रपति,NN,O
3155,यादव,NP,B-PER
3155,आफू,PRF,O
3155,ले,IE,O
3155,जोखिम,NN,O
3155,मोलेरै,NN,O
3155,भए,VE,O
3155,पनि,TT,O
3155,प्रधानमन्त्री,NN,O
3155,बाट,II,O
3155,भट्टराई,NP,B-PER
3155,लाई,IA,O
3155,विस्थापन,NN,O
3155,गराउन,VI,O
3155,चाहन्थे,NN,O
3155,।,YF,O
3156,म,PMX,O
3156,लाई,IA,O
3156,त,TT,O
3156,लाग्छ,VVYN1,O
3156,आइन्सटिन,NN,O
3156,ले,IE,O
3156,वेद,NN,B-PER
3156,पढे,VE,O
3156,को,IKM,O
3156,भए,VE,O
3156,भ्ःऋद्द,NN,O
3156,को,IKM,O
3156,सूत्र,NN,O
3156,पनि,TT,O
3156,यो,DDX,O
3156,वाशिष्ठायन,NN,O
3156,ले,IE,O
3156,वेद,NN,O
3156,कै,IKX,O
3156,कुनै,DKX,O
3156,मन्त्र,NN,O
3156,द्वारा,II,O
3156,सिद्ध,NN,B-LOC
3156,गर्ने,VN,O
3156,थियो,VVYN1,O
3156,।,YF,O
3157,यसर्थ,RR,O
3157,उनि,DDX,O
3157,हरू,IH,O
3157,समक्ष,II,O
3157,कांग्रेस,NN,B-ORG
3157,इ,FB,O
3157,लाई,IA,O
3157,मन्त्रिमण्डल,NN,O
3157,गठन,NN,O
3157,गर्न,VI,O
3157,दिनु,VI,O
3157,बाहेक,II,O
3157,अर्,JX,O
3157,को,IKM,O
3157,विकल्प,NN,O
3157,छैन,VVYN1,O
3157,।,YF,O
3158,प्रतियोगिता,NN,O
3158,मा,II,O
3158,शरणार्थी,NN,O
3158,टोली,NN,O
3158,ले,IE,O
3158,भुटान,NP,B-LOC
3158,को,IKM,O
3158,प्रतिनिधित्व,NN,O
3158,गरे,VE,O
3158,को,IKM,O
3158,थियो,VVYN1,O
3158,।,YF,O
3159,नेपाली,JX,B-ORG
3159,कांग्रेस,NN,I-ORG
3159,को,IKM,O
3159,सरकार,NN,O
3159,का,IKO,O
3159,महिना,NN,O
3159,भित्र,II,O
3159,का,IKO,O
3159,गैरजिम्मेवार,JX,O
3159,औचित्यहिन,NN,O
3159,जनजीवन,NN,O
3159,मा,II,O
3159,प्रतिकूल,JX,O
3159,असर,NN,O
3159,पार्ने,VN,O
3159,आफ्ना,PRFKO,O
3159,भाई,NN,O
3159,भारदार,NN,O
3159,हरू,IH,O
3159,लाई,IA,O
3159,स्थापित,JX,O
3159,गर्ने,VN,O
3159,नयाँ,JX,O
3159,दरबारीया,NN,O
3159,प्रपन्च,NN,O
3159,खडा,JX,O
3159,गर्ने,VN,O
3159,नीति,NN,O
3159,निर्णय,NN,O
3159,र,CC,O
3159,व्यवहार,NN,O
3159,हरू,IH,O
3159,ले,IE,O
3159,देश,NN,O
3159,लाई,IA,O
3159,डुबाउने,NN,O
3159,त,TT,O
3159,होइन,VVYN1,O
3159,भन्ने,VN,O
3159,व्यापक,JX,O
3159,आशं,NN,O
3159,का,IKO,O
3159,उत्पन्न,JX,O
3159,हुन,VI,O
3159,था,TT,O
3159,ले,IE,O
3159,को,IKM,O
3159,छ,VVYN1,O
3159,।,YF,O
3160,वन,NN,O
3160,सुरक्षा,NN,O
3160,मा,II,O
3160,खटिए,NN,O
3160,का,IKO,O
3160,कर्मचारी,NN,O
3160,हरू,IH,O
3160,माथि,II,O
3160,चोर,NN,O
3160,जमात,NN,O
3160,बाटै,II,O
3160,भीड,NN,O
3160,आई,VQ,O
3160,कुटपीट,NN,O
3160,गर्ने,VN,O
3160,ज्यान,NN,O
3160,को,IKM,O
3160,धम्,NN,O
3160,की,IKF,O
3160,दिने,VN,O
3160,जस्ता,II,O
3160,आतङ्क,NN,O
3160,को,IKM,O
3160,स्थिति,NN,O
3160,सिर्जना,NN,O
3160,गर्ने,VN,O
3160,कुकृत्य,NN,O
3160,खुल्लमखुल्ला,NN,O
3160,भइरहे,VE,O
3160,को,IKM,O
3160,छ,VVYN1,O
3160,र,CC,O
3160,वन,NN,O
3160,जोगाउने,VN,O
3160,काम,NN,O
3160,मा,II,O
3160,वन,NN,O
3160,प्रशासन,NN,O
3160,एक्लो,JM,O
3160,पर्दै,VDX,O
3160,गए,VE,O
3160,को,IKM,O
3160,छ,VVYN1,O
3160,भने,TT,O
3160,त्यस्तो,DDM,O
3160,घोर,JX,O
3160,असुरक्षा,NN,O
3160,को,IKM,O
3160,स्थिति,NN,O
3160,मा,II,O
3160,कर्त्तब्यच्यूत,NN,O
3160,हुनु,VI,O
3160,पर्ने,VN,O
3160,बाध्यता,NN,O
3160,का,IKO,O
3160,सामू,NN,O
3160,बारा,NP,B-LOC
3160,जिल्ला,NN,O
3160,का,IKO,O
3160,जना,MLX,O
3160,कर्मचारी,NN,O
3160,र,CC,O
3160,कपिलबस्तु,NN,B-LOC
3160,का,IKO,O
3160,जना,MLX,O
3160,वन,NN,O
3160,का,IKO,O
3160,कर्मचारी,NN,O
3160,ले,IE,O
3160,सामुहिक,JX,O
3160,राजीना,NN,O
3160,मा,II,O
3160,दिए,VE,O
3160,का,IKO,O
3160,छन्,VVYX2,O
3160,जस,DJX,O
3160,ले,IE,O
3160,जङ्गल,NN,O
3160,क्षेत्र,NN,O
3160,को,IKM,O
3160,विनास,NN,O
3160,को,IKM,O
3160,दारूण-कथा,NN,O
3160,लाई,IA,O
3160,अझ,RR,O
3160,सुस्पष्ट,JX,O
3160,पारे,VE,O
3160,को,IKM,O
3160,छ,VVYN1,O
3160,।,YF,O
3161,यो,DDX,O
3161,भनाइ,NN,O
3161,बाट,II,O
3161,प्रचण्ड,NN,B-PER
3161,को,IKM,O
3161,सत्तारोहण,NN,O
3161,प्रक्रिया,NN,O
3161,प्रति,II,O
3161,विप्लव,NN,O
3161,को,IKM,O
3161,असन्तुष्टि,NN,O
3161,बुझ्न,VI,O
3161,सकिन्छ,VVYN1,O
3161,।,YF,O
3162,अस्ितर्,NN,O
3162,इतिका,NN,B-PER
3162,ले,IE,O
3162,डम,NN,O
3162,तिर,II,O
3162,हर्ेर्दै,NN,O
3162,मेरो,PMXKM,O
3162,स्यान्डल,NN,O
3162,कुल्चिदिए,NN,O
3162,की,IKF,O
3162,थिईअनि,NN,O
3162,म,PMX,O
3162,लाई,IA,O
3162,खिसी,NN,O
3162,गर्दै,VDX,O
3162,कानेखुसी,NN,O
3162,गरे,VE,O
3162,की,IKF,O
3162,थिई,VVYN1F,O
3162,क्रिष्टियन,NN,O
3162,सग,NN,O
3162,लभ,NN,O
3162,परेछ,VVYN1,O
3162,कङ्ग्राच्युलेसन,NN,O
3162,ए,TT,O
3162,ज्या,NN,O
3162,अब,RD,O
3162,तेती,NN,O
3162,टाढा,RR,O
3162,पशुपति,NP,B-LOC
3162,को,IKM,O
3162,जाओस्,CC,O
3162,त्या,NN,O
3162,पनि,TT,O
3162,लिङ्गै,NN,O
3162,हो,VVYN1,O
3162,यो,DDX,O
3162,पनि,TT,O
3162,लिङ्गै,NN,O
3162,हो,VVYN1,O
3162,।,YF,O
3163,भने,TT,O
3163,तेस्रो,MOM,O
3163,पक्ष,NN,O
3163,मोहन,NP,B-PER
3163,गोपाल,NP,I-PER
3163,खेतान,NN,I-PER
3163,र,CC,O
3163,ओवेराय,NN,O
3163,समूह,NN,O
3163,को,IKM,O
3163,सं,FB,O
3163,युक्त,JX,O
3163,लगानी,NN,O
3163,को,IKM,O
3163,प्रस्ताव,NN,O
3163,आयो,VVYN1,O
3163,।,YF,O
3164,फोरम,NN,B-ORG
3164,सग,NN,O
3164,गठबन्धन,NN,O
3164,गरे,VE,O
3164,को,IKM,O
3164,विरोध,NN,O
3164,मा,II,O
3164,चुरेभावर,NN,B-ORG
3164,राष्ट्रिय,JX,I-ORG
3164,एकता,NN,I-ORG
3164,पार्टी,NN,I-ORG
3164,नेपाल,NP,I-ORG
3164,का,IKO,O
3164,केशव,NP,B-PER
3164,प्रसाद,NP,I-PER
3164,मैनाली,NP,I-PER
3164,ले,IE,O
3164,पनि,TT,O
3164,राष्ट्रपति,NN,O
3164,मा,II,O
3164,आफ्नो,PRFKM,O
3164,मत,NN,O
3164,बदर,NN,O
3164,गराए,VE,O
3164,।,YF,O
3165,उच्च,JX,O
3165,देखि,II,O
3165,विद्यालय,NN,O
3165,को,IKM,O
3165,तह,NN,O
3165,सम्मको,NN,O
3165,शिक्षा,NN,O
3165,मा,II,O
3165,विश्व,NN,B-ORG
3165,ब्याङ्क,NN,I-ORG
3165,ले,IE,O
3165,सहयोग,NN,O
3165,गर्दा,VDO,O
3165,पनि,TT,O
3165,स्वयम्,PRF,O
3165,विद्यालय,NN,O
3165,मा,II,O
3165,पढाउने,VN,O
3165,शिक्षक,NN,O
3165,हरू,IH,O
3165,नै,TT,O
3165,औलो,NN,O
3165,ठड्याएर,NN,O
3165,विरोध,NN,O
3165,मा,II,O
3165,उत्रिए,VVYX2,O
3165,का,IKO,O
3165,छन्,VVYX2,O
3165,।,YF,O
3166,अर्घाखाँची,NP,B-LOC
3166,र,CC,O
3166,खोटाङ्ग,NP,B-LOC
3166,मा,II,O
3166,प्रहरी,NN,O
3166,को,IKM,O
3166,गोली,NN,O
3166,द्वारा,II,O
3166,निर्दोष,NN,O
3166,नागरिक,NN,O
3166,को,IKM,O
3166,हत्या,NN,O
3166,भए,VE,O
3166,को,IKM,O
3166,छ,VVYN1,O
3166,।,YF,O
3167,बीचमा,NN,O
3167,नगेन्द्र,NN,B-PER
3167,जीको,NN,O
3167,फोन,NN,O
3167,आयो,VVYN1,O
3167,कहा,RK,O
3167,आइपुग्नु,VI,O
3167,भयो,VVYN1,O
3167,मै,PMX,O
3167,ले,IE,O
3167,भने,TT,O
3167,रुट,NN,O
3167,सकेर,VQ,O
3167,अब,RD,O
3167,त्यतै,RD,O
3167,तर्फ,II,O
3167,आउदैछु,NN,O
3167,।,YF,O
3168,सायद,NN,O
3168,यो,DDX,O
3168,सरकार,NN,O
3168,लाई,IA,O
3168,पनि,TT,O
3168,यो,DDX,O
3168,रेडिमेड,NN,O
3168,अध्याय,NN,O
3168,राजा,NN,B-PER
3168,महेन्द्र,NP,I-PER
3168,कै,IKX,O
3168,पाला,NN,O
3168,को,IKM,O
3168,वाक्यांश,NN,O
3168,मा,II,O
3168,दुईचार,NN,O
3168,शब्द,NN,O
3168,थप्ने,VN,O
3168,वा,CC,O
3168,झिक्ने,NN,O
3168,झन्झट,NN,O
3168,मात्र,TT,O
3168,गर्नुपरे,VE,O
3168,को,IKM,O
3168,मात्र,TT,O
3168,होला,VVYN1,O
3168,।,YF,O
3169,कुनै,DKX,O
3169,बेला,NN,O
3169,गुजराती,NN,O
3169,भैसी,NN,O
3169,चढेर,NN,O
3169,किसान,NN,O
3169,कर्म,NN,O
3169,गरे,VE,O
3169,का,IKO,O
3169,यादव,NP,B-PER
3169,साउन,NN,O
3169,गते,NN,O
3169,राष्ट्रपति,NN,O
3169,को,IKM,O
3169,शपथ,NN,O
3169,लिएलगत्तै,NN,O
3169,पूर्वराजा,NN,B-PER
3169,ज्ञानेन्द्र,NN,I-PER
3169,चढ्ने,VN,O
3169,जागुवार,NN,B-ORG
3169,कार,NN,O
3169,मा,II,O
3169,सवार,NN,O
3169,भए,VE,O
3169,जो,DJX,O
3169,अब,RD,O
3169,उन,DDX,O
3169,को,IKM,O
3169,दैनि,NN,O
3169,की,IKF,O
3169,हुनेछ,VVYN1,O
3169,।,YF,O
3170,बल्ल,RR,O
3170,पो,TT,O
3170,चिने,NN,O
3170,सिल्क,NN,O
3170,को,IKM,O
3170,कुर्तापाइजा,NN,O
3170,मा,II,O
3170,लगाए,VE,O
3170,का,IKO,O
3170,ढाका,NN,O
3170,को,IKM,O
3170,टोपी,NN,O
3170,ढल्काए,NN,O
3170,का,IKO,O
3170,र,CC,O
3170,मगही,NN,O
3170,पान,NN,O
3170,को,IKM,O
3170,गिल्लौरी,NN,O
3170,चपाउदै,NN,O
3170,गरे,VE,O
3170,का,IKO,O
3170,महापण्डित,NN,O
3170,प्रखरप्रज्ञा,NN,O
3170,प्राञ्जलेश्वर,NN,O
3170,वाशिष्ठायन,NN,O
3170,पाशुपत,NN,O
3170,सैन्याधिपति,NN,O
3170,अखिल,NN,B-PER
3170,नयनज्यू,NN,I-PER
3170,लाई,IA,O
3170,।,YF,O
3171,बहस,NN,O
3171,मा,II,O
3171,बोल्दा,RR,O
3171,कांग्रेस,NN,B-ORG
3171,का,IKO,O
3171,सांसद,NN,O
3171,हरू,IH,O
3171,ले,IE,O
3171,कार्यपत्र,NN,O
3171,मा,II,O
3171,शंशोधन,NN,O
3171,आवश्यक,JX,O
3171,छैन,VVYN1,O
3171,विरोधी,NN,O
3171,ले,IE,O
3171,विरोध,NN,O
3171,का,IKO,O
3171,लागि,II,O
3171,मा,II,O
3171,वर्ष,NN,O
3171,को,IKM,O
3171,पंचायती,JX,O
3171,शासन,NN,O
3171,को,IKM,O
3171,कालो,JM,O
3171,करतुत,NN,O
3171,को,IKM,O
3171,समिक्षा,NN,O
3171,गरिएन,VVYN1,O
3171,भन्ने,VN,O
3171,गुनासो,NN,O
3171,गर्नु,VI,O
3171,हुंदै,VDX,O
3171,मल्लिक,NP,O
3171,आयोग,NN,O
3171,को,IKM,O
3171,प्रतिबेदन,NN,O
3171,लाई,IA,O
3171,कार्यान्वयन,NN,O
3171,गर्न,VI,O
3171,आब्हान,NN,O
3171,गर्नु,VI,O
3171,भयो,VVYN1,O
3171,।,YF,O
3172,माउन्टेन,NN,B-ORG
3172,म्याडनेस,NN,I-ORG
3172,र,CC,O
3172,हाइ,NN,B-ORG
3172,अल्टिच्युड,NN,I-ORG
3172,डि्रम्स,NN,I-ORG
3172,का,IKO,O
3172,सञ्चालक,NN,O
3172,किली,NN,B-PER
3172,आफ्नो,PRFKM,O
3172,विगत,NN,O
3172,बाट,II,O
3172,प्रभावित,JX,O
3172,छन्,VVYX2,O
3172,।,YF,O
3173,आखा,NN,O
3173,सामुन्ने,II,O
3173,छ,VVYN1,O
3173,परिणाम,NN,O
3173,धादिङ,NP,B-LOC
3173,जिल्ला,NN,O
3173,को,IKM,O
3173,अति,RR,O
3173,विकट,JX,O
3173,उत्तरी,JX,O
3173,भेग,NN,O
3173,का,IKO,O
3173,तीन,MM,O
3173,वटा,MLO,O
3173,गाविस,NN,O
3173,को,IKM,O
3173,फेरएि,NN,O
3173,को,IKM,O
3173,अनुहार,NN,O
3173,।,YF,O
3174,साल,NN,O
3174,को,IKM,O
3174,घटना,NN,O
3174,हुदा,VVYX2,O
3174,म,PMX,O
3174,त्रिपुरेश्वर,NN,B-LOC
3174,मा,II,O
3174,एमए,NN,O
3174,पढ्दै,RR,O
3174,थिए,VVYX2,O
3174,।,YF,O
3175,तर,CC,O
3175,अहि,NN,O
3175,ले,IE,O
3175,सरकार,NN,O
3175,गठन,NN,O
3175,र,CC,O
3175,शक्ति,NN,O
3175,को,IKM,O
3175,खेल,NN,O
3175,मा,II,O
3175,अल्भिने,NN,O
3175,लक्षण,NN,O
3175,देखिए,VE,O
3175,को,IKM,O
3175,छ,VVYN1,O
3175,।,YF,O
3176,क्याबात,NN,O
3176,वीर,NN,B-PER
3176,विशेष,JX,I-PER
3176,शरद,NP,I-PER
3176,को,IKM,O
3176,सन्तोष,NN,B-PER
3176,आचार्य,NP,I-PER
3176,मुरीमुरी,NN,O
3176,धन्यवाद,NN,O
3176,लाङ्टाङ,NN,B-LOC
3176,ट्रेक,NN,O
3176,मा,II,O
3176,भेटिए,VE,O
3176,का,IKO,O
3176,भरयिा,NN,O
3176,लाई,IA,O
3176,।,YF,O
3177,फेर,NN,O
3177,ि,NN,O
3177,पछि,II,O
3177,नगेन्द्र,NN,B-PER
3177,जीको,NN,O
3177,फोन,NN,O
3177,आयो,VVYN1,O
3177,गोविन्द,NP,B-PER
3177,जी,NN,O
3177,मासु,NN,O
3177,पाक्दैछ,NN,O
3177,।,YF,O
3178,पान्स,NN,B-LOC
3178,र,CC,O
3178,इटाली,NP,B-LOC
3178,को,IKM,O
3178,र्समर्थक,NN,O
3178,रहे,VE,O
3178,का,IKO,O
3178,पुतलीसडक,NN,B-LOC
3178,का,IKO,O
3178,कृष्ण,NP,B-PER
3178,लाल,NN,I-PER
3178,रञ्जितकार,NN,I-PER
3178,भन्छन्,VVYX2,O
3178,घर,NN,O
3178,को,IKM,O
3178,चारकोठरी,NN,O
3178,मा,II,O
3178,एक्लै,NN,O
3178,धुम्धुम्ती,NN,O
3178,हर्ेर्नु,NN,O
3178,भन्दा,II,O
3178,साथीभाइ,NN,O
3178,हरूको,NN,O
3178,साथ,NN,O
3178,मा,II,O
3178,बसेर,VQ,O
3178,हर्ेदा,NN,O
3178,को,IKM,O
3178,मजा,NN,O
3178,नै,TT,O
3178,अर्,JX,O
3178,को,IKM,O
3178,हुन्छ,VVYN1,O
3178,।,YF,O
3179,बदलिँदो,NN,O
3179,सामाजिक,JX,O
3179,परिदृश्य,NN,O
3179,नेपाल,NP,B-LOC
3179,को,IKM,O
3179,विकासे,NN,O
3179,प्रक्रिया,NN,O
3179,ले,IE,O
3179,स्वतन्त्र,JX,O
3179,औद्योगिक,JX,O
3179,पुँजीवाद,NN,O
3179,को,IKM,O
3179,रूप,NN,O
3179,लिन,VI,O
3179,सकेन,VVYN1,O
3179,।,YF,O
3180,पहिलो,MOM,O
3180,माओवादी,NN,B-ORG
3180,लाई,IA,O
3180,सन्तुलन,NN,O
3180,गर्न,VI,O
3180,पनि,TT,O
3180,काङ्ग्रेस,NN,B-ORG
3180,लाई,IA,O
3180,साथ,NN,O
3180,दिनुपर्छ,VVYN1,O
3180,।,YF,O
3181,हड्सन,NN,B-PER
3181,बाट,II,O
3181,संगठित,JX,O
3181,आपराधिक,NN,O
3181,ग्याङ,NN,O
3181,हरूले,NN,O
3181,पैसा,NN,O
3181,असुल्न,NN,O
3181,का,IKO,O
3181,लागि,II,O
3181,पनि,TT,O
3181,यो,DDX,O
3181,भिडियो,NN,O
3181,बनाए,VE,O
3181,को,IKM,O
3181,हुन,VI,O
3181,सक्छ,VVYN1,O
3181,अखबार,NN,O
3181,को,IKM,O
3181,लेख,NN,O
3181,मा,II,O
3181,भनिए,VE,O
3181,को,IKM,O
3181,छ,VVYN1,O
3181,विदेश,NN,O
3181,विभाग,NN,O
3181,ले,IE,O
3181,हड्सन,NN,B-PER
3181,को,IKM,O
3181,राजीना,NN,O
3181,मा,II,O
3181,भइ,RD,O
3181,सकेको,NN,O
3181,जनाए,VE,O
3181,को,IKM,O
3181,छ,VVYN1,O
3181,तर,CC,O
3181,कर्मचारी,NN,O
3181,ले,IE,O
3181,आफ्नो,PRFKM,O
3181,व्यक्तिगत,JX,O
3181,तथा,CC,O
3181,व्यावसायिक,JX,O
3181,अखण्डता,NN,O
3181,को,IKM,O
3181,रक्षा,NN,O
3181,गर्न,VI,O
3181,उच्च,JX,O
3181,सतर्कता,NN,O
3181,अपनाउन,VI,O
3181,जरुरी,JX,O
3181,छ,VVYN1,O
3181,।,YF,O
3182,खुद,JX,O
3182,कम्युनिज्म,NN,O
3182,पनि,TT,O
3182,होइन,VVYN1,O
3182,रहेछ,VVYN1,O
3182,कम्युनिष्ट,NN,O
3182,हरू,IH,O
3182,यस,DDX,O
3182,को,IKM,O
3182,विकल्प,NN,O
3182,को,IKM,O
3182,खो,NN,O
3182,जी,NN,O
3182,मा,II,O
3182,अहि,NN,O
3182,ले,IE,O
3182,लागि,II,O
3182,रहे,VE,O
3182,का,IKO,O
3182,छन्,VVYX2,O
3182,।,YF,O
3183,उहाँ,PXH,O
3183,का,IKO,O
3183,सिंहदरवार,NP,B-LOC
3183,का,IKO,O
3183,लिलिपुट,NN,O
3183,सल्लाहकार,NN,O
3183,हरू,IH,O
3183,आधुनिक,JX,O
3183,भिडियो,NN,O
3183,र,CC,O
3183,काठमाडौं,NP,B-LOC
3183,मा,II,O
3183,बिल्डीङ्ग,NN,O
3183,बनाउने,VN,O
3183,धुन,NN,O
3183,मा,II,O
3183,लागि,II,O
3183,परे,VE,O
3183,का,IKO,O
3183,समाचार,NN,O
3183,हरू,IH,O
3183,प्रकाश,NN,O
3183,मा,II,O
3183,आउन,VI,O
3183,थालि,NN,O
3183,सके,VE,O
3183,का,IKO,O
3183,छन्,VVYX2,O
3183,।,YF,O
3184,पोर्चुगल,NN,B-LOC
3184,ले,IE,O
3184,हाने,VE,O
3184,का,IKO,O
3184,तीनै,MM,O
3184,गोल,NN,O
3184,उन,DDX,O
3184,कै,IKX,O
3184,मिहिनेत,NN,O
3184,को,IKM,O
3184,प्रतिफल,NN,O
3184,थिए,VVYX2,O
3184,।,YF,O
3185,मे.,FB,O
3185,थाम,NN,B-PER
3185,बहादुर,NP,I-PER
3185,राई,NP,I-PER
3185,ले,IE,O
3185,गाडी,NN,O
3185,जतिसु,NN,O
3185,कै,IKX,O
3185,रंग-रोगन,NN,O
3185,गरे,VE,O
3185,पनि,TT,O
3185,गुडिदिएन,NN,O
3185,भने,TT,O
3185,कुनै,DKX,O
3185,अर्थ,NN,O
3185,हुदैन,VVYN1,O
3185,त्यसै,DDX,O
3185,ले,IE,O
3185,धरान,NP,B-LOC
3185,को,IKM,O
3185,निर्माण,NN,O
3185,हुनुपर्यो,VVYN1,O
3185,भन्नु,VI,O
3185,भयो,VVYN1,O
3185,।,YF,O
3186,वासु,NP,B-PER
3186,कै,IKX,O
