sentence#,word,pos,ner
,धेरै,CD,O
,पटक,NN,O
,र,CC,O
,गर्दै,VBO,O
,गरी,VBO,O
,तयार,JJ,O
,गरिन्छ,VBF,O
,।,YF,O
sentence: 380,यसरी,RBO,O
,अन्त्य,NN,O
,मा,POP,O
,शुद्ध,JJ,O
,तैयार,JJ,O
,गर्ने,VNE,O
,विधि,NN,O
,लाई,PLAI,O
,भन्दछन्,VBF,O
,-,YM,O
,जुन,DUM,O
,पूरा,JJ,O
,भै,VBO,O
,सकेछ,VBF,O
,भनि,CS,O
,मानौं,RP,O
,।,YF,O
sentence: 381,यसरी,RBO,O
,दश,CD,B-MISC
,कक्षा,NN,O
,का,PKO,O
,र,CC,O
,सेक्सन,NN,O
,को,PKO,O
,सातै,VBO,B-MISC
,विषय,NN,O
,हरू,HRU,O
,कम्प्युटर,NN,O
,भित्र,POP,O
,राखि,VBO,O
,सके,VBF,O
,पछि,POP,O
,ले,PLE,O
,उत्तीर्ण,NN,O
,भए,VBF,O
,का,PKO,O
,सेक्सन,NN,O
,र,CC,O
,का,PKO,O
,विद्यार्थी,NN,O
,हरू,HRU,O
,का,PKO,O
,अनुसार,POP,O
,क्रमिक,JJ,O
,रूप,NN,O
,मा,POP,O
,नतिजा,NN,O
,छाप्न,VBI,O
,सक्तछ,VBF,O
,।,YF,O
sentence: 382,हार्ड,NN,O
,डिस्क,NN,O
,मा,POP,O
,रहे,VBF,O
,का,PKO,O
,सम्पूर्ण,JJ,O
,लाई,PLAI,O
,माथि,RBM,O
,बयान,NN,O
,गरे,VBF,O
,को,PKO,O
,क्रमानुसार,NN,O
,के,DUM,O
,लाई,PLAI,O
,नतिजा,NN,O
,निकाल्ने,VNE,O
,र,CC,O
,छाप्ने,VNE,O
,विधि,NN,O
,लाई,PLAI,O
,प्रशोधन,NN,O
,विधि,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 383,(,YB,O
,ग,ALPH,O
,),YB,O
,आउटपुट,NN,O
,डिजाइन,NN,O
,विधि,NN,O
,नतिजा,NN,O
,कम्प्युटर,NN,O
,बाट,POP,O
,कसरी,RBO,O
,छाप्दा,NN,O
,मानिस,NN,O
,ले,PLE,O
,बुझ्न,VBI,O
,सजिलो,JJM,O
,हुन्छ,VBF,O
,।,YF,O
sentence: 384,तथा,CC,O
,देख्न,VBI,O
,मा,POP,O
,राम्रो,JJM,O
,हुन्छ,VBF,O
,भनि,VBO,O
,राम्रा,JJM,O
,डिजाइन,NN,O
,तैयार,JJ,O
,गर्नु,VBI,O
,लाई,PLAI,O
,आउटपुट,NN,O
,डिजाइन,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 385,मानौं,VBF,O
,कि,RP,O
,उक्त,DUM,O
,नतिजा,NN,O
,विद्यार्थी,NN,O
,ले,PLE,O
,प्राप्त,JJ,O
,गरे,VBF,O
,को,PKO,O
,उच्च,JJ,O
,प्राप्तांक,NN,O
,संख्या,NN,O
,पहिलो,OD,B-MISC
,छाप्ने,VNE,O
,क्रम,NN,O
,ले,PLE,O
,निम्न,JJ,O
,बमोजिम,POP,O
,छाप्ने,VNE,O
,भनी,VBO,O
,डिजाइन,NN,O
,गरे,VBF,O
,को,PKO,O
,रहेछ,VBF,O
,।,YF,O
sentence: 386,उक्त,DUM,O
,अनुसार,POP,O
,मानिस,NN,O
,ले,PLE,O
,पहिलेनै,VBI,O
,कल्पना,NN,O
,गरी,VBO,O
,नतिजा,NN,O
,यसरी,RBO,O
,छाप्नु,VBI,O
,भनी,VBO,O
,भविष्य,NN,O
,मा,POP,O
,छापिने,VNE,O
,निम्न,JJ,O
,डिजाइन,NN,O
,लाई,PLAI,O
,आउटपुट,NN,O
,डिजाइन,NN,O
,को,PKO,O
,एक,CD,B-MISC
,सानो,JJM,O
,नमूना,NN,O
,लाई,PLAI,O
,मान्न,VBI,O
,सकिन्छ,VBF,O
,।,YF,O
sentence: 387,(,YB,O
,घ,ALPH,O
,),YB,O
,मूल्यांकन,NN,O
,विधि,NN,O
,कम्प्युटर,NN,O
,ले,PLE,O
,10,CD,B-MISC
,कक्षा,NN,O
,को,PKO,O
,र,CC,O
,सेक्सन,NN,O
,का,PKO,O
,विद्यार्थीहरूल,NN,O
,को,PKO,O
,उक्त,DUM,O
,नतिजा,NN,O
,प्रकाशन,NN,O
,गरे,VBF,O
,को,PKO,O
,ठीक,JJ,O
,छ,VBF,O
,छैन,VBF,O
,पहिलो,OD,B-MISC
,पटक,NN,O
,त्यस्तै,DUM,O
,नतिजा,NN,O
,मानिस,NN,O
,को,PKO,O
,हात,NN,O
,बाट,POP,O
,पनि,RP,O
,छुट्टै,JJ,O
,निकाल्न,VBI,O
,लगाउनु,VBI,O
,पर्दछ,VBF,O
,।,YF,O
sentence: 388,सोही,DUM,O
,नतिजा,NN,O
,कम्प्युटर,NN,O
,ले,PLE,O
,निकाले,VBF,O
,का,PKO,O
,नतिजा,NN,O
,हरू,HRU,O
,संग,POP,O
,दाँजि,NN,O
,हेर्दा,VBO,O
,एकैनास,JJ,O
,को,PKO,O
,पाइए,VBF,O
,मा,POP,O
,उक्त,DUM,O
,प्रोग्राम,NN,O
,र,CC,O
,डाटा,NN,O
,ठीक,JJ,O
,भए,VBF,O
,कै,PKO,O
,छ,VBF,O
,भनी,VBO,O
,बुझ्न,VBI,O
,सकिन्छ,VBF,O
,।,YF,O
sentence: 389,यदि,CS,O
,ती,DUM,O
,दुवै,CD,B-MISC
,नतिजा,NN,O
,हरू,HRU,O
,दुरूस्त,JJ,O
,नपाइए,VBF,O
,मा,POP,O
,प्रोग्राम,NN,O
,वा,CC,O
,डाटा,NN,O
,कुन,DUM,O
,मा,POP,O
,गल्ती,NN,O
,भए,VBF,O
,को,PKO,O
,रहेछ,VBF,O
,भनि,CS,O
,गल्ती,NN,O
,पत्ता,NN,O
,नलागे,VBF,O
,सम्म,POP,O
,मूल्यांकन,NN,O
,गर्दै,VBO,O
,रहनुपर्छ,VBF,O
,।,YF,O
sentence: 390,प्रोग्राम,NN,O
,मा,POP,O
,गल्ती,NN,O
,पाइए,VBF,O
,मा,POP,O
,सच्याउन,VBI,O
,लगाई,VBO,O
,सधै,RBM,O
,को,PKO,O
,लागि,POP,O
,भरपर्दो,JJM,O
,प्रोग्राम,NN,O
,तैयार,JJ,O
,गर्न,VBI,O
,लगाउनु,VBI,O
,पर्दछ,VBF,O
,।,YF,O
sentence: 391,प्रोग्राम,NN,O
,पक्का,NN,O
,भए,VBF,O
,पछि,POP,O
,डाटा,NN,O
,लाई,PLAI,O
,समय,NN,O
,समय,NN,O
,मा,POP,O
,गरी,VBO,O
,माथि,RBM,O
,को,PKO,O
,प्रशोधन,NN,O
,विधि,NN,O
,मा,POP,O
,बयान,NN,O
,गरे,VBF,O
,अनुसार,POP,O
,शुद्ध,JJ,O
,बनाइ,VBO,O
,डाटा,NN,O
,प्रशोधन,NN,O
,गर्न,VBI,O
,लगाउनु,VBI,O
,पर्छ,VBF,O
,।,YF,O
sentence: 392,यसरी,RBO,O
,प्रोग्राम,NN,O
,वा,CC,O
,डाटा,NN,O
,शुद्ध,JJ,O
,छछैन,VBF,O
,भनी,VBO,O
,गर्दै,VBO,O
,रहने,VNE,O
,विधि,NN,O
,लाई,PLAI,O
,मूल्यांकन,NN,O
,विधि,NN,O
,भन्दछन्,VBF,O
,।,YF,O
sentence: 393,मा,PP,O
,प्रजातन्त्र,NN,O
,पुनर्स्थापना,NN,O
,भए,VKO,O
,को,PKO,O
,हेर्न,VBI,O
,अमेरिका,PN,O
,इच्छुक,ADJ,O
,राष्ट्रपति,NN,O
,बुश,PN,B-PER
,वाशिंटन,PN,B-LOC
,",",YM,O
,असोज,NN,I-MISC
,18,NUMC,B-MISC
,गते,NN,O
,।,YF,O
sentence: 394,संयुक्त,ADJ,B-LOC
,राज्य,NN,I-LOC
,अमेरिका,PN,I-LOC
,का,PKO,O
,राष्ट्रपति,NN,O
,जर्ज,PN,B-PER
,बुश,PN,I-PER
,ले,PLE,O
,हाइटी,PN,B-LOC
,का,PKO,O
,अपदस्थ,ADJ,O
,राष्ट्रपति,NN,O
,जां-बर्ट्रांण्ड,PN,B-PER
,आरिस्टिड,PN,I-PER
,लाई,PLAI,O
,आज,NN,O
,भेट्नुहुँदा,VOP,O
,हाइटी,PN,B-LOC
,मा,PP,O
,प्रजातन्त्र,NN,O
,को,PKO,O
,पुनर्स्थापना,NN,O
,भए,VKO,O
,को,PKO,O
,हेर्न,VBI,O
,आफ्नो,POP,O
,चाहना,NN,O
,व्यक्त,NN,O
,गर्नुभए,VKO,O
,को,PKO,O
,छ,VF,O
,",",YM,O
,तर,CCON,O
,उहाँ,PRP,O
,शक्ति,NN,O
,प्रयोग,NN,O
,गर्ने,VNE,O
,पक्ष,NN,O
,मा,PP,O
,नरहनुभए,VKO,O
,को,PKO,O
,देखिए,VKO,O
,को,PKO,O
,छ,VF,O
,।,YF,O
sentence: 395,संयुक्त,ADJ,B-LOC
,राज्य,NN,I-LOC
,अमेरिका,PN,I-LOC
,का,PKO,O
,ले,PLE,O
,कुवेत,PN,B-LOC
,को,PKO,O
,पक्ष,NN,O
,मा,PP,O
,चाले,VKO,O
,को,PKO,O
,जस्तो,PDM,O
,कदम,NN,O
,हाइटी,PN,B-LOC
,को,PKO,O
,प्रसंग,NN,O
,मा,PP,O
,पनि,RP,O
,उठाउला,VF,O
,या,CCON,O
,नउठाउला,VF,O
,भन्‍ने,SCON,O
,प्रश्‍न,NN,O
,गर्दा,VOP,O
,राष्ट्रपति,NN,O
,बुश,PN,I-PER
,ले,PLE,O
,यो,PDUN,O
,बिषय,NN,O
,अमेरिका,PN,B-LOC
,समक्ष,PP,O
,हाल,NN,O
,एक,NUMC,B-MISC
,प्रश्‍न,NN,O
,कै,EMPH,O
,रूप,NN,O
,मा,PP,O
,रहे,VKO,O
,को,PKO,O
,जानकारी,NN,O
,दिनुभयो,VF,O
,।,YF,O
sentence: 396,राष्ट्रपति,NN,O
,बुश,PN,I-PER
,ले,PLE,O
,हाइटी,PN,B-LOC
,का,PKO,O
,राष्ट्रपति,NN,O
,सँग,PP,O
,वार्ता,NN,O
,गर्नु,VBI,O
,अगाडि,ADVM,O
,पत्रकार,NN,O
,हरू,HRU,O
,संग,PP,O
,कुराकानी,NN,O
,गर्नुहुदै,VOP,O
,कुवेत,PN,B-LOC
,र,CCON,O
,हाइटी,PN,B-LOC
,को,PKO,O
,घटना,NN,O
,को,PKO,O
,प्रकृति,NN,O
,भिन्दाभिन्दै,ADJ,O
,भए,VKO,O
,को,PKO,O
,जानकारी,NN,O
,दिनुभए,VKO,O
,को,PKO,O
,थियो,VF,O
,।,YF,O
sentence: 397,श्री,NN,O
,बुश,PN,I-PER
,ले,PLE,O
,हाइटी,PN,B-LOC
,मा,PP,O
,प्रजातान्त्रिक,ADJ,O
,ढंग,NN,O
,वाट,PP,O
,निर्वाचित,ADJ,O
,सरकार,NN,O
,ले,PLE,O
,पुनर्स्थापना,PN,O
,मा,PP,O
,आफ्नो,POP,O
,चासो,NN,O
,रहे,VKO,O
,को,PKO,O
,तथ्य,NN,O
,मा,PP,O
,जोड,NN,O
,दिनुहुँदै,VOP,O
,श्री,NN,O
,आरिस्टड,PN,I-PER
,लाई,PLAI,O
,सत्ता,NN,O
,मा,PP,O
,फर्काउने,VNE,O
,पक्ष,NN,O
,मा,PP,O
,रहे,VKO,O
,को,PKO,O
,अन्तर्राष्‍ट्रिय,ADJ,O
,आवाज,NN,O
,मा,PP,O
,आफू,PRX,O
,पनि,RP,O
,सम्मिलित,ADJ,O
,रहे,VKO,O
,को,PKO,O
,बताउनुभए,VKO,O
,को,PKO,O
,थियो,VF,O
,।,YF,O
sentence: 398,श्री,NN,O
,आरिष्‍टिड,PN,I-PER
,ले,PLE,O
,हाइटी,PN,B-LOC
,मा,PP,O
,प्रजातान्त्रिक,ADJ,O
,प्रक्रिया,NN,O
,लाई,PLAI,O
,क्रमिकता,NN,O
,प्रदान,NN,O
,गर्न,VBI,O
,प्रजातान्त्रिक,ADJ,O
,ढंग,NN,O
,वाटै,PP,O
,पोर्ट-ओ-फ्रिस,PN,B-LOC
,फर्कने,VNE,O
,आफ्नो,POP,O
,दृढता,NN,O
,व्यक्त,NN,O
,गर्नुहुँदै,VOP,O
,हाइटी,PN,B-LOC
,मा,PP,O
,रहे,VKO,O
,का,PKO,O
,अमेरिकी,ADJ,O
,नागरिक,NN,O
,हरू,HRU,O
,लाई,PLAI,O
,फर्काउन,VBI,O
,अमेरिका,PN,B-LOC
,ले,PLE,O
,संभव,ADJ,O
,कदम,NN,O
,चाल्ने,VNE,O
,आशा,NN,O
,व्यक्त,NN,O
,गर्नुभए,VKO,O
,को,PKO,O
,थियो,VF,O
,।,YF,O
sentence: 399,संयुक्त,ADJ,B-LOC
,राज्य,NN,I-LOC
,अमेरिका,PN,I-LOC
,ले,PLE,O
,गत,ADJ,O
,आइतवार,NN,B-MISC
,हाइटी,PN,B-LOC
,मा,PP,O
,भए,VKO,O
,को,PKO,O
,विद्रोह,NN,O
,को,PKO,O
,आलोचना,PN,O
,गर्दै,VOP,O
,हाइटी,PN,B-LOC
,लाई,PLAI,O
,आगामी,ADJ,O
,बर्ष,NN,O
,दिने,VNE,O
,भनिए,VKO,O
,को,PKO,O
,आठ,NUMC,B-MISC
,करोड,NUMC,I-MISC
,छयासी,NUMC,I-MISC
,लाख,NUMC,I-MISC
,अमेरिकी,ADJ,I-MISC
,डलर,NN,I-MISC
,बराबर,ADVM,O
,को,PKO,O
,सहयोग,NN,O
,निलम्बन,NN,O
,गरिसके,VKO,O
,को,PKO,O
,छ,VF,O
,।,YF,O
sentence: 400,राष्‍ट्रपति,NN,O
,बुश,PN,I-PER
,सँग,PP,O
,आधा,ADJM,B-MISC
,घण्टा,NN,I-MISC
,लामो,ADJM,O
,वार्ता,NN,O
,पछि,PP,O
,श्री,NN,O
,आरिस्टिड,PN,I-PER
,ले,PLE,O
,निरंकुशता,NN,O
,को,PKO,O
,पक्ष,NN,O
,मा,PP,O
,अमेरिका,PN,B-LOC
,नरहने,VNE,O
,विश्‍वास,NN,O
,व्यक्त,NN,O
,गर्दै,VOP,O
,विद्रोही,ADJ,O
,नेता,NN,O
,जनरल,NN,O
,राओल,PN,B-PER
,सेड्रास,PN,I-PER
,र,CCON,O
,कुनै,PDM,O
,पनि,RP,O
,हालत,NN,O
,मा,PP,O
,प्रजातन्त्र,NN,O
,को,PKO,O
,हत्या,NN,O
,गर्न,VBI,O
,चाहने,VNE,O
,सानो,ADJM,O
,समूह,NN,O
,को,PKO,O
,कुनै,PDM,O
,भविष्य,NN,O
,नभए,VKO,O
,को,PKO,O
,विचार,NN,O
,व्यक्त,NN,O
,गर्नुभए,VKO,O
,को,PKO,O
,थियो,VF,O
,।,YF,O
sentence: 401,हाइटी,PN,B-LOC
,का,PKO,O
,अपदस्थ,ADJ,O
,राष्‍ट्रपति,NN,O
,आरिष्‍टिड,PN,I-PER
,सँग,PP,O
,अमेरिकी,ADJ,O
,राष्‍ट्रपति,NN,O
,बुश,PN,I-PER
,को,PKO,O
,यो,PDUN,O
,पहिलो,NUMO,B-MISC
,भेट,NN,O
,हो,VF,O
,।,YF,O
sentence: 402,निर्वाचनताका,ADVM,O
,का,PKO,O
,आरिष्‍टिड,PN,I-PER
,द्वारा,PP,O
,गरिए,VKO,O
,का,PKO,O
,अमेरिका,PN,B-LOC
,विरोधी,ADJ,O
,प्रतिक्रिया,NN,O
,हरू,HRU,O
,को,PKO,O
,कारण,NN,O
,ले,PLE,O
,त्यसवेला,ADVO,O
,वाशिंटन,PN,B-LOC
,चिन्तित,ADJ,O
,रहनुपरे,VKO,O
,को,PKO,O
,थियो,VF,O
,।,YF,O
sentence: 403,बुद्धिजीवी,NN,O
,शब्द,NN,O
,को,PKO,O
,महत्व,NN,O
,घटे,VKO,O
,को,PKO,O
,मा,PP,O
,चिन्ता,NN,O
,व्यक्त,NN,O
,बुटवल,PN,B-LOC
,",",YM,O
,असोज,NN,I-MISC
,8,NUMC,B-MISC
,गते,NN,O
,।,YF,O
sentence: 404,भूतपूर्व,ADJ,O
,प्रधानमन्त्री,NN,O
,एवं,CCON,O
,नेपाली,ADJ,B-ORG
,कांग्रेस,PN,I-ORG
,का,PKO,O
,कार्यवाहक,NN,O
,अध्यक्ष,NN,O
,कृष्ण,PN,B-PER
,प्रसाद,PN,I-PER
,भट्टराई,PN,I-PER
,ले,PLE,O
,बुद्धिजीवी,NN,O
,हरू,HRU,O
,ले,PLE,O
,गाउँ,NN,O
,मा,PP,O
,बस्ने,VNE,O
,गरीब,ADJ,O
,जनता,NN,O
,को,PKO,O
,जीवनस्तर,NN,O
,उकास्न,VBI,O
,रचनात्मक,ADJ,O
,कार्य,NN,O
,हरू,HRU,O
,गर्न,VBI,O
,सक्नुपर्छ,VF,O
,",",YM,O
,त्यसै,ADVM,O
,बसेर,VOP,O
,अभाव,NN,O
,र,CCON,O
,विपन्नता,NN,O
,को,PKO,O
,आलोचना,PN,O
,मात्र,RP,O
,गर्नु,VBI,O
,हुँदैन,VF,O
,भन्नु,VBI,O
,भए,VKO,O
,को,PKO,O
,छ,VF,O
,।,YF,O
sentence: 405,रूपन्देही,PN,B-LOC
,द्वारा,PP,O
,हिजो,NN,O
,भैरहवा,PN,B-LOC
,मा,PP,O
,आयोजित,ADJ,O
,एक,NUMC,B-MISC
,समारोह,NN,O
,मा,PP,O
,प्रमुख,ADJ,O
,अतिथि,NN,O
,श्री,NN,O
,भट्टराई,PN,I-PER
,ले,PLE,O
,बुद्धि,NN,O
,को,PKO,O
,उपयोग,NN,O
,नगरे,VOP,O
,सम्म,PP,O
,बुद्धि,NN,O
,हुना,VBI,O
,को,PKO,O
,सार्थकता,NN,O
,हुँदैन,VF,O
,र,CCON,O
,बुद्धि,NN,O
,को,PKO,O
,सार्थकता,NN,O
,भने,VKO,O
,को,PKO,O
,नै,RP,O
,समाज,NN,O
,बिकास,NN,O
,को,PKO,O
,कार्य,NN,O
,मा,PP,O
,बुद्धिजीवी,NN,O
,हरू,HRU,O
,को,PKO,O
,सक्रिय,ADJ,O
,सहभागिता,NN,O
,हो,VF,O
,भन्ने,SCON,O
,कुरा,NN,O
,स्पष्‍ट,ADJ,O
,गर्नुभयो,VF,O
,।,YF,O
sentence: 406,उहाँ,PRP,O
,ले,PLE,O
,बीस,NUMC,B-MISC
,पच्चीस,NUMC,I-MISC
,बर्षयता,ADVM,I-MISC
,बुद्धिजीवी,NN,O
,शब्द,NN,O
,को,PKO,O
,महत्व,NN,O
,घटे,VKO,O
,को,PKO,O
,मा,PP,O
,चिन्ता,NN,O
,व्यक्त,NN,O
,गर्दै,VOP,O
,बुद्धिजीवी,NN,O
,हरू,HRU,O
,ले,PLE,O
,शहरमुखी,ADJ,O
,नभई,VOP,O
,आ-आफ्नै,PRX,O
,स्थान,NN,O
,मा,PP,O
,बसेर,VOP,O
,त्यहीं,ADVO,O
,को,PKO,O
,विकास,NN,O
,को,PKO,O
,लागि,PP,O
,योगदान,NN,O
,पुर्याउन,VBI,O
,सक्नुपर्दछ,VF,O
,भन्नुभयो,VF,O
,।,YF,O
sentence: 407,भूतपूर्व,ADJ,O
,प्रधानमन्त्री,NN,O
,श्री,NN,O
,भट्टराई,PN,I-PER
,ले,PLE,O
,सोही,PDUN,O
,अवसर,NN,O
,मा,PP,O
,ने.,FB,O
,बि.,FB,O
,संघ,NN,O
,शंकरनगर,PN,I-LOC
,एकाई,NN,O
,द्वारा,PP,O
,प्रकाशित,ADJ,O
,"""",YQ,O
,जीबन,NN,O
,"""",YQ,O
,नामक,ADJ,O
,संघ,NN,O
,को,PKO,O
,मुखपत्र,NN,O
,को,PKO,O
,पनि,RP,O
,विमोचन,NN,O
,गर्नु,VBI,O
,भए,VKO,O
,को,PKO,O
,थियो,VF,O
,।,YF,O
sentence: 408,त्यस,PDUN,O
,अवसर,NN,O
,मा,PP,O
,स्थानीय,ADJ,O
,विकास,NN,O
,मन्त्री,NN,O
,रामचन्द्र,PN,B-PER
,पौडेल,PN,I-PER
,ले,PLE,O
,हाम्रो,POP,O
,देश,NN,O
,को,PKO,O
,गाउँ,NN,O
,घर,NN,O
,मा,PP,O
,अत्यावश्यक,ADJ,O
,सुविधा,NN,O
,सम्म,PP,O
,नहुँदा,VOP,O
,जनता,NN,O
,मा,PP,O
,शहर,NN,O
,तर्फ,PP,O
,जाने,VNE,O
,प्रवृत्ति,NN,O
,बढ्दै,VOP,O
,गए,VKO,O
,को,PKO,O
,छ,VF,O
,",",YM,O
,ती,PDUN,O
,जनता,NN,O
,लाई,PLAI,O
,भविष्‍य,NN,O
,को,PKO,O
,लागि,PP,O
,भरोसा,NN,O
,दिलाएर,VOP,O
,गाउँ,NN,O
,मै,PP,O
,अडाउने,VNE,O
,र,CCON,O
,त्यहीं,ADVO,O
,को,PKO,O
,बिकास,NN,O
,मा,PP,O
,संलग्न,ADJ,O
,गराउने,VNE,O
,जिम्मेवारी,NN,O
,बुद्धिजीवी,NN,O
,वर्ग,NN,O
,को,PKO,O
,हो,VF,O
,भन्नुभयो,VF,O
,।,YF,O
sentence: 409,उहाँ,PRP,O
,ले,PLE,O
,स्व.,FB,O
,बी.,FB,B-PER
,पी.,FB,I-PER
,कोइराला,PN,I-PER
,ले,PLE,O
,2025,NUMC,I-MISC
,साल,NN,O
,मा,PP,O
,जेल,NN,O
,बाट,PP,O
,छुटे,VKO,O
,पछि,PP,O
,विराटनगर,PN,B-LOC
,को,PKO,O
,मा,PP,O
,पहिलोपटक,ADVM,O
,प्रजातन्त्र,NN,O
,को,PKO,O
,पुनर्स्थापना,NN,O
,को,PKO,O
,लागि,PP,O
,आव्हान,NN,O
,गर्नु,VBI,O
,भए,VKO,O
,को,PKO,O
,कुरा,NN,O
,स्मरण,NN,O
,गराउँदै,VOP,O
,अहिले,ADVO,O
,त्यो,PDUN,O
,प्रजातन्त्र,NN,O
,प्राप्‍त,ADJ,O
,भइसके,VKO,O
,को,PKO,O
,भए,VOP,O
,तापनि,SCON,O
,यस,PDUN,O
,लाई,PLAI,O
,दिगो,ADJ,O
,र,CCON,O
,सुदृढ,ADJ,O
,बनाइराख्‍न,VBI,O
,विकास,NN,O
,लाई,PLAI,O
,अति,ADVM,O
,विपन्न,ADJ,O
,वर्ग,NN,O
,बाट,PP,O
,शुरू,NN,O
,गर्ने,VNE,O
,नेपाली,ADJ,B-ORG
,कांग्रेस,PN,I-ORG
,ले,PLE,O
,नीति,NN,O
,लिई,VOP,O
,तदनुरूप,ADVM,O
,नै,RP,O
,यस,PDUN,O
,वर्ष,NN,O
,को,PKO,O
,बजेट,NN,O
,तर्जुमा,NN,O
,गरिए,VKO,O
,को,PKO,O
,कुरा,NN,O
,बताउनु,VBI,O
,भयो,VF,O
,।,YF,O
sentence: 410,वाणिज्य,NN,O
,मन्त्री,NN,O
,गोपालमान,PN,B-PER
,श्रेष्‍ठ,PN,I-PER
,ले,PLE,O
,जसरी,ADVO,O
,प्रजातन्त्र,NN,O
,को,PKO,O
,पुनर्बहाली,NN,O
,को,PKO,O
,लागि,PP,O
,बुद्धिजीवी,NN,O
,वर्ग,NN,O
,बाट,PP,O
,ठूलो,ADJM,O
,योगदान,NN,O
,भयो,VF,O
,त्यस,PDUN,O
,को,PKO,O
,संरक्षण,NN,O
,को,PKO,O
,लागि,PP,O
,पनि,RP,O
,उहाँ,PRP,O
,हरू,HRU,O
,कै,EMPH,O
,काँध,NN,O
,मा,PP,O
,जिम्मेवारी,NN,O
,आए,VKO,O
,को,PKO,O
,छ,VF,O
,भन्नुभयो,VF,O
,।,YF,O
sentence: 411,उहाँ,PRP,O
,ले,PLE,O
,गरीबी,NN,O
,र,CCON,O
,महँगी,NN,O
,को,PKO,O
,मार,NN,O
,बाट,PP,O
,जनता,NN,O
,लाई,PLAI,O
,राहत,NN,O
,दिने,VNE,O
,काम,NN,O
,सरकार,NN,O
,एक्लै,ADJ,O
,ले,PLE,O
,गरेर,VOP,O
,पूरा,ADJ,O
,नहुने,VNE,O
,हुँदा,VOP,O
,बुद्धिजीवी,NN,O
,लगायत,PP,O
,समाज,NN,O
,का,PKO,O
,सबै,ADJ,O
,बर्ग,NN,O
,सँग,PP,O
,सघाउन,VBI,O
,आग्रह,NN,O
,गर्नुभयो,VF,O
,।,YF,O
sentence: 412,रूपन्देही,PN,B-LOC
,का,PKO,O
,अध्यक्ष,NN,O
,डा.,FB,O
,रामप्रसाद,PN,B-PER
,बस्याल,PN,I-PER
,को,PKO,O
,सभापतित्व,NN,O
,मा,PP,O
,भए,VKO,O
,को,PKO,O
,सो,PDUN,O
,समारोह,NN,O
,मा,PP,O
,क्लव,NN,O
,का,PKO,O
,सचिव,NN,O
,राजबहादुर,PN,B-PER
,सिंह,PN,I-PER
,र,CCON,O
,समाजसेवी,ADJ,O
,भक्तबहादुर,PN,B-PER
,ज्ञवाली,PN,I-PER
,ले,PLE,O
,पनि,RP,O
,प्रजातन्त्र,NN,O
,को,PKO,O
,महत्व,NN,O
,माथि,PP,O
,बोल्नु,VBI,O
,भए,VKO,O
,को,PKO,O
,थियो,VF,O
,।,YF,O
sentence: 413,नेपाल,PN,B-ORG
,प्राइभेट,ADJ,I-ORG
,क्याम्पस,NN,I-ORG
,संघ,NN,I-ORG
,को,PKO,O
,दोस्रो,NUMO,B-MISC
,राष्‍ट्रिय,ADJ,O
,सम्मेलन,NN,O
,सम्पन्न,ADJ,O
,भरतपुर,PN,B-LOC
,",",YM,O
,असोज,NN,I-MISC
,18,NUMC,B-MISC
,गते,NN,O
,।,YF,O
sentence: 414,नेपाल,PN,B-ORG
,प्राइभेट,ADJ,I-ORG
,क्याम्पस,NN,I-ORG
,संघ,NN,I-ORG
,को,PKO,O
,नारायणगढ,PN,B-LOC
,मा,PP,O
,आयोजित,ADJ,O
,दुईदिने,ADJ,O
,दोस्रो,NUMO,B-MISC
,राष्‍ट्रिय,ADJ,O
,सम्मेलन,NN,O
,को,PKO,O
,समापन,NN,O
,समारोह,NN,O
,मा,PP,O
,राष्‍ट्रिय,ADJ,B-ORG
,सभा,NN,I-ORG
,का,PKO,O
,विपक्षी,ADJ,O
,दल,NN,O
,का,PKO,O
,नेता,NN,O
,माधवकुमार,PN,B-PER
,नेपाल,PN,I-PER
,ले,PLE,O
,देश,NN,O
,र,CCON,O
,जनता,NN,O
,को,PKO,O
,लागि,PP,O
,शिक्षा,NN,O
,क्षेत्र,NN,O
,मा,PP,O
,",",YM,O
,ठूलो,ADJM,O
,प्रगति,NN,O
,हुनुपर्ने,VNE,O
,कुरा,NN,O
,बताउनु,VBI,O
,भयो,VF,O
,।,YF,O
sentence: 415,उहाँ,PRP,O
,ले,PLE,O
,देश,NN,O
,का,PKO,O
,समस्या,NN,O
,सुल्झाउन,VBI,O
,राजनीतिक,ADJ,O
,समस्या,NN,O
,नसुल्झिए,VOP,O
,सम्म,PP,O
,संभव,ADJ,O
,हुन,VBI,O
,नसक्ने,VNE,O
,कुरा,NN,O
,बताउँदै,VOP,O
,विपक्षी,ADJ,O
,दल,NN,O
,को,PKO,O
,तर्फ,PP,O
,बाट,PP,O
,प्रतिनिधि,NN,B-ORG
,सभा,NN,I-ORG
,मा,PP,O
,बोले,VKO,O
,का,PKO,O
,कुनै,PDM,O
,पनि,RP,O
,कुरा,NN,O
,हरू,HRU,O
,सुनुवाई,NN,O
,नभए,VKO,O
,को,PKO,O
,गुनासो,NN,O
,साथ,PP,O
,विरोधी,ADJ,O
,तर्फ,PP,O
,बाट,PP,O
,राखे,VKO,O
,का,PKO,O
,व्यवहारिक,ADJ,O
,प्रस्ताव,NN,O
,प्रति,PP,O
,सरकारी,ADJ,O
